"year","month","day","team","opponent","location","teamscore","oppscore","canceled","postponed","OT","D1"
2020,12,20,"Albany (NY)","UMBC","H",60,65,FALSE,FALSE,NA,2
2020,12,22,"Albany (NY)","Niagara","H",65,70,FALSE,FALSE,NA,2
2020,12,23,"Albany (NY)","Bryant","H",NA,NA,TRUE,FALSE,NA,2
2021,1,2,"Albany (NY)","Vermont","V",63,62,FALSE,FALSE,NA,2
2021,1,3,"Albany (NY)","Vermont","V",66,74,FALSE,FALSE,NA,2
2021,1,9,"Albany (NY)","Saint Joseph's","V",64,67,FALSE,FALSE,NA,2
2021,1,16,"Albany (NY)","NJIT","H",83,75,FALSE,FALSE,NA,2
2021,1,17,"Albany (NY)","NJIT","H",83,71,FALSE,FALSE,NA,2
2021,1,23,"Albany (NY)","New Hampshire","V",64,71,FALSE,FALSE,NA,2
2021,1,24,"Albany (NY)","New Hampshire","V",83,64,FALSE,FALSE,NA,2
2021,2,6,"Albany (NY)","Hartford","V",NA,NA,FALSE,TRUE,NA,2
2021,2,7,"Albany (NY)","Hartford","V",NA,NA,FALSE,TRUE,NA,2
2021,2,12,"Albany (NY)","UMass Lowell","H",71,79,FALSE,FALSE,NA,2
2021,2,13,"Albany (NY)","UMass Lowell","H",81,69,FALSE,FALSE,NA,2
2021,2,20,"Albany (NY)","Stony Brook","H",43,59,FALSE,FALSE,NA,2
2021,2,21,"Albany (NY)","Stony Brook","H",67,59,FALSE,FALSE,NA,2
2021,2,27,"Albany (NY)","NJIT","N",76,66,FALSE,FALSE,NA,2
2021,2,28,"Albany (NY)","Hartford","V",77,83,FALSE,FALSE,NA,2
2020,11,25,"Alcorn","UAB","V",50,99,FALSE,FALSE,NA,2
2020,11,28,"Alcorn","Kent St.","V",NA,NA,TRUE,FALSE,NA,2
2020,12,1,"Alcorn","Dayton","V",NA,NA,TRUE,FALSE,NA,2
2020,12,1,"Alcorn","DePaul","V",NA,NA,TRUE,FALSE,NA,2
2020,12,3,"Alcorn","Purdue Fort Wayne","V",NA,NA,TRUE,FALSE,NA,2
2020,12,5,"Alcorn","SFA","V",NA,NA,TRUE,FALSE,NA,2
2020,12,10,"Alcorn","California Baptist","V",NA,NA,TRUE,FALSE,NA,2
2020,12,12,"Alcorn","Hawaii","V",NA,NA,TRUE,FALSE,NA,2
2020,12,20,"Alcorn","Houston","V",55,88,FALSE,FALSE,NA,2
2020,12,22,"Alcorn","Liberty","V",65,108,FALSE,FALSE,NA,2
2020,12,27,"Alcorn","Vanderbilt","V",59,87,FALSE,FALSE,NA,2
2020,12,29,"Alcorn","Santa Clara","V",NA,NA,TRUE,FALSE,NA,2
2020,12,30,"Alcorn","Baylor","V",76,105,FALSE,FALSE,NA,2
2021,1,2,"Alcorn","Texas Southern","H",NA,NA,FALSE,TRUE,NA,2
2021,1,4,"Alcorn","Prairie View","H",NA,NA,FALSE,TRUE,NA,2
2021,1,9,"Alcorn","Jackson St.","V",NA,NA,FALSE,TRUE,NA,2
2021,1,12,"Alcorn","Grambling","V",74,79,FALSE,FALSE,NA,2
2021,1,16,"Alcorn","Mississippi Val.","H",71,59,FALSE,FALSE,NA,2
2021,1,18,"Alcorn","Ark.-Pine Bluff","H",82,48,FALSE,FALSE,NA,2
2021,1,23,"Alcorn","Alabama St.","V",57,52,FALSE,FALSE,NA,2
2021,1,25,"Alcorn","Alabama A&M","V",NA,NA,FALSE,TRUE,NA,2
2021,1,30,"Alcorn","Southern U.","H",59,76,FALSE,FALSE,NA,2
2021,2,6,"Alcorn","Jackson St.","H",66,74,FALSE,FALSE,NA,2
2021,2,8,"Alcorn","Grambling","H",62,67,FALSE,FALSE,NA,2
2021,2,13,"Alcorn","Mississippi Val.","V",70,56,FALSE,FALSE,NA,2
2021,2,17,"Alcorn","Ark.-Pine Bluff","V",NA,NA,FALSE,TRUE,NA,2
2021,2,20,"Alcorn","Alabama St.","H",NA,NA,FALSE,TRUE,NA,2
2021,2,22,"Alcorn","Alabama A&M","H",65,52,FALSE,FALSE,NA,2
2021,2,24,"Alcorn","Alabama St.","H",68,59,FALSE,FALSE,NA,2
2021,2,27,"Alcorn","Southern U.","V",75,89,FALSE,FALSE,NA,2
2021,3,4,"Alcorn","Texas Southern","V",78,80,FALSE,FALSE,NA,2
2021,3,6,"Alcorn","Prairie View","V",69,81,FALSE,FALSE,NA,2
2021,3,11,"Alcorn","Texas Southern","N",55,78,FALSE,FALSE,NA,2
2021,1,2,"American","Loyola Maryland","V",NA,NA,FALSE,TRUE,NA,2
2021,1,3,"American","Loyola Maryland","H",NA,NA,FALSE,TRUE,NA,2
2021,1,9,"American","Lehigh","V",NA,NA,FALSE,TRUE,NA,2
2021,1,10,"American","Lehigh","H",NA,NA,FALSE,TRUE,NA,2
2021,1,16,"American","Navy","V",86,87,FALSE,FALSE,NA,2
2021,1,17,"American","Navy","V",59,71,FALSE,FALSE,NA,2
2021,1,23,"American","Loyola Maryland","H",71,70,FALSE,FALSE,NA,2
2021,1,24,"American","Loyola Maryland","V",81,79,FALSE,FALSE,NA,2
2021,1,30,"American","Lafayette","H",NA,NA,FALSE,TRUE,NA,2
2021,1,31,"American","Lafayette","V",NA,NA,FALSE,TRUE,NA,2
2021,2,6,"American","Navy","H",NA,NA,FALSE,TRUE,NA,2
2021,2,6,"American","Loyola Maryland","H",NA,NA,TRUE,FALSE,NA,2
2021,2,7,"American","Loyola Maryland","V",NA,NA,TRUE,FALSE,NA,2
2021,2,7,"American","Navy","V",NA,NA,FALSE,TRUE,NA,2
2021,2,13,"American","Bucknell","V",NA,NA,FALSE,TRUE,NA,2
2021,2,14,"American","Bucknell","H",NA,NA,FALSE,TRUE,NA,2
2021,2,17,"American","Loyola Maryland","V",NA,NA,FALSE,TRUE,NA,2
2021,2,20,"American","Navy","H",60,72,FALSE,FALSE,NA,2
2021,2,20,"American","Loyola Maryland","H",NA,NA,TRUE,FALSE,NA,2
2021,2,21,"American","Navy","H",60,69,FALSE,FALSE,NA,2
2021,2,24,"American","Loyola Maryland","V",49,60,FALSE,FALSE,NA,2
2021,2,27,"American","Bucknell","V",78,71,FALSE,FALSE,NA,2
2021,2,28,"American","Bucknell","H",81,68,FALSE,FALSE,NA,2
2021,3,6,"American","Army West Point","V",66,89,FALSE,FALSE,NA,2
2020,11,25,"Appalachian St.","South Carolina St.","V",81,61,FALSE,FALSE,NA,2
2020,11,27,"Appalachian St.","Carver","H",105,23,FALSE,FALSE,NA,1
2020,11,30,"Appalachian St.","Bowling Green","H",76,78,FALSE,FALSE,NA,2
2020,12,1,"Appalachian St.","St. Andrews","H",NA,NA,TRUE,FALSE,NA,1
2020,12,3,"Appalachian St.","CarolinaU (Piedmont Int'l)","H",NA,NA,TRUE,FALSE,NA,1
2020,12,6,"Appalachian St.","N.C. Wesleyan","H",81,57,FALSE,FALSE,NA,1
2020,12,7,"Appalachian St.","LaGrange","H",NA,NA,TRUE,FALSE,NA,1
2020,12,11,"Appalachian St.","Charlotte","V",61,57,FALSE,FALSE,NA,2
2020,12,15,"Appalachian St.","Tennessee","V",38,79,FALSE,FALSE,NA,2
2020,12,17,"Appalachian St.","Greensboro","H",87,47,FALSE,FALSE,NA,1
2020,12,18,"Appalachian St.","Columbia Int'l","H",77,41,FALSE,FALSE,NA,1
2020,12,22,"Appalachian St.","Auburn","V",53,67,FALSE,FALSE,NA,2
2021,1,1,"Appalachian St.","Troy","H",56,69,FALSE,FALSE,NA,2
2021,1,2,"Appalachian St.","Troy","H",90,59,FALSE,FALSE,NA,2
2021,1,8,"Appalachian St.","Ga. Southern","H",66,63,FALSE,FALSE,NA,2
2021,1,9,"Appalachian St.","Ga. Southern","H",77,71,FALSE,FALSE,NA,2
2021,1,15,"Appalachian St.","South Alabama","V",64,73,FALSE,FALSE,NA,2
2021,1,16,"Appalachian St.","South Alabama","V",83,77,FALSE,FALSE,NA,2
2021,1,22,"Appalachian St.","Georgia St.","H",80,71,FALSE,FALSE,NA,2
2021,1,23,"Appalachian St.","Georgia St.","H",74,61,FALSE,FALSE,NA,2
2021,1,29,"Appalachian St.","Troy","V",62,71,FALSE,FALSE,NA,2
2021,1,30,"Appalachian St.","Troy","V",59,65,FALSE,FALSE,NA,2
2021,2,5,"Appalachian St.","Georgia St.","V",NA,NA,FALSE,TRUE,NA,2
2021,2,6,"Appalachian St.","Georgia St.","V",NA,NA,FALSE,TRUE,NA,2
2021,2,11,"Appalachian St.","Coastal Carolina","H",NA,NA,TRUE,FALSE,NA,2
2021,2,13,"Appalachian St.","Coastal Carolina","V",NA,NA,TRUE,FALSE,NA,2
2021,2,19,"Appalachian St.","South Alabama","H",63,65,FALSE,FALSE,NA,2
2021,2,20,"Appalachian St.","South Alabama","H",54,56,FALSE,FALSE,NA,2
2021,2,23,"Appalachian St.","Georgia St.","V",71,85,FALSE,FALSE,NA,2
2021,2,26,"Appalachian St.","Ga. Southern","V",84,78,FALSE,FALSE,NA,2
2021,2,27,"Appalachian St.","Ga. Southern","V",57,65,FALSE,FALSE,NA,2
2021,3,5,"Appalachian St.","Little Rock","N",67,60,FALSE,FALSE,NA,2
2021,3,6,"Appalachian St.","Texas St.","N",76,73,FALSE,FALSE,NA,2
2021,3,7,"Appalachian St.","Coastal Carolina","N",64,61,FALSE,FALSE,NA,2
2021,3,8,"Appalachian St.","Georgia St.","N",80,73,FALSE,FALSE,NA,2
2021,3,18,"Appalachian St.","Norfolk St.","N",53,54,FALSE,FALSE,NA,2
2020,11,27,"Arizona","Grambling","H",74,55,FALSE,FALSE,NA,2
2020,11,29,"Arizona","UTEP","H",NA,NA,TRUE,FALSE,NA,2
2020,12,5,"Arizona","Eastern Wash.","H",70,67,FALSE,FALSE,NA,2
2020,12,7,"Arizona","Northern Ariz.","H",96,53,FALSE,FALSE,NA,2
2020,12,9,"Arizona","CSU Bakersfield","H",85,60,FALSE,FALSE,NA,2
2020,12,12,"Arizona","UTEP","H",69,61,FALSE,FALSE,NA,2
2020,12,12,"Arizona","New Mexico St.","H",NA,NA,TRUE,FALSE,NA,2
2020,12,16,"Arizona","California Baptist","H",NA,NA,TRUE,FALSE,NA,2
2020,12,19,"Arizona","Stanford","N",75,78,FALSE,FALSE,NA,2
2020,12,21,"Arizona","San Diego","H",NA,NA,TRUE,FALSE,NA,2
2020,12,22,"Arizona","Montana","H",70,64,FALSE,FALSE,NA,2
2020,12,28,"Arizona","Colorado","H",88,74,FALSE,FALSE,NA,2
2020,12,31,"Arizona","Washington","V",80,53,FALSE,FALSE,NA,2
2021,1,2,"Arizona","Washington St.","V",86,82,FALSE,FALSE,NA,2
2021,1,7,"Arizona","Southern California","H",73,87,FALSE,FALSE,NA,2
2021,1,9,"Arizona","UCLA","H",76,81,FALSE,FALSE,NA,2
2021,1,14,"Arizona","Oregon St.","V",98,64,FALSE,FALSE,NA,2
2021,1,21,"Arizona","Arizona St.","V",84,82,FALSE,FALSE,NA,2
2021,1,25,"Arizona","Arizona St.","H",80,67,FALSE,FALSE,NA,2
2021,1,28,"Arizona","Stanford","H",64,73,FALSE,FALSE,NA,2
2021,1,30,"Arizona","California","H",71,50,FALSE,FALSE,NA,2
2021,2,4,"Arizona","Utah","V",58,73,FALSE,FALSE,NA,2
2021,2,6,"Arizona","Colorado","V",79,82,FALSE,FALSE,NA,2
2021,2,11,"Arizona","Oregon St.","H",70,61,FALSE,FALSE,NA,2
2021,2,13,"Arizona","Oregon","H",61,63,FALSE,FALSE,NA,2
2021,2,18,"Arizona","UCLA","V",60,74,FALSE,FALSE,NA,2
2021,2,20,"Arizona","Southern California","V",81,72,FALSE,FALSE,NA,2
2021,2,25,"Arizona","Washington St.","H",69,53,FALSE,FALSE,NA,2
2021,2,27,"Arizona","Washington","H",75,74,FALSE,FALSE,NA,2
